"","Station","Time","Date","Species","DateTimeOriginal","roundedDateTime","checks"
"679","StationA",5H 57M 9S,2024-03-19,"Bengal Fox",2024-03-19 05:57:09,2024-03-19 05:57:00,"Round 02"
"680","StationA",5H 57M 21S,2024-03-19,"Bengal Fox",2024-03-19 05:57:21,2024-03-19 05:57:00,"Round 02"
"681","StationA",5H 57M 36S,2024-03-19,"Bengal Fox",2024-03-19 05:57:36,2024-03-19 05:58:00,"Round 02"
"682","StationA",5H 58M 51S,2024-03-19,"Bengal Fox",2024-03-19 05:58:51,2024-03-19 05:59:00,"Round 02"
"683","StationA",5H 59M 5S,2024-03-19,"Bengal Fox",2024-03-19 05:59:05,2024-03-19 05:59:00,"Round 02"
"684","StationA",6H 1M 23S,2024-03-19,"Bengal Fox",2024-03-19 06:01:23,2024-03-19 06:01:00,"Round 02"
"685","StationA",6H 2M 4S,2024-03-19,"Bengal Fox",2024-03-19 06:02:04,2024-03-19 06:02:00,"Round 02"
"686","StationA",6H 2M 29S,2024-03-19,"Bengal Fox",2024-03-19 06:02:29,2024-03-19 06:02:00,"Round 02"
"687","StationA",6H 3M 46S,2024-03-19,"Bengal Fox",2024-03-19 06:03:46,2024-03-19 06:04:00,"Round 02"
"688","StationA",6H 4M 12S,2024-03-19,"Bengal Fox",2024-03-19 06:04:12,2024-03-19 06:04:00,"Round 02"
"689","StationA",6H 6M 19S,2024-03-19,"Bengal Fox",2024-03-19 06:06:19,2024-03-19 06:06:00,"Round 02"
"690","StationA",6H 7M 22S,2024-03-19,"Bengal Fox",2024-03-19 06:07:22,2024-03-19 06:07:00,"Round 02"
"691","StationA",6H 7M 36S,2024-03-19,"Bengal Fox",2024-03-19 06:07:36,2024-03-19 06:08:00,"Round 02"
"692","StationA",6H 7M 50S,2024-03-19,"Bengal Fox",2024-03-19 06:07:50,2024-03-19 06:08:00,"Round 02"
"693","StationA",6H 8M 31S,2024-03-19,"Bengal Fox",2024-03-19 06:08:31,2024-03-19 06:09:00,"Round 02"
"694","StationA",6H 9M 34S,2024-03-19,"Bengal Fox",2024-03-19 06:09:34,2024-03-19 06:10:00,"Round 02"
"695","StationA",6H 10M 43S,2024-03-19,"Bengal Fox",2024-03-19 06:10:43,2024-03-19 06:11:00,"Round 02"
"696","StationA",6H 10M 57S,2024-03-19,"Bengal Fox",2024-03-19 06:10:57,2024-03-19 06:11:00,"Round 02"
"697","StationA",6H 11M 11S,2024-03-19,"Bengal Fox",2024-03-19 06:11:11,2024-03-19 06:11:00,"Round 02"
"698","StationA",6H 11M 25S,2024-03-19,"Bengal Fox",2024-03-19 06:11:25,2024-03-19 06:11:00,"Round 02"
"699","StationA",6H 11M 55S,2024-03-19,"Bengal Fox",2024-03-19 06:11:55,2024-03-19 06:12:00,"Round 02"
"700","StationA",6H 12M 28S,2024-03-19,"Bengal Fox",2024-03-19 06:12:28,2024-03-19 06:12:00,"Round 02"
"701","StationA",6H 14M 39S,2024-03-19,"Bengal Fox",2024-03-19 06:14:39,2024-03-19 06:15:00,"Round 02"
"702","StationA",6H 15M 13S,2024-03-19,"Bengal Fox",2024-03-19 06:15:13,2024-03-19 06:15:00,"Round 02"
"703","StationA",6H 15M 34S,2024-03-19,"Bengal Fox",2024-03-19 06:15:34,2024-03-19 06:16:00,"Round 02"
"704","StationA",6H 22M 48S,2024-03-19,"Bengal Fox",2024-03-19 06:22:48,2024-03-19 06:23:00,"Round 02"
"705","StationA",6H 24M 0S,2024-03-19,"Bengal Fox",2024-03-19 06:24:00,2024-03-19 06:24:00,"Round 02"
"706","StationA",6H 24M 44S,2024-03-19,"Bengal Fox",2024-03-19 06:24:44,2024-03-19 06:25:00,"Round 02"
"707","StationA",6H 27M 29S,2024-03-19,"Bengal Fox",2024-03-19 06:27:29,2024-03-19 06:27:00,"Round 02"
"708","StationA",6H 29M 24S,2024-03-19,"Bengal Fox",2024-03-19 06:29:24,2024-03-19 06:29:00,"Round 02"
"709","StationA",6H 31M 40S,2024-03-19,"Bengal Fox",2024-03-19 06:31:40,2024-03-19 06:32:00,"Round 02"
"710","StationA",6H 33M 14S,2024-03-19,"Bengal Fox",2024-03-19 06:33:14,2024-03-19 06:33:00,"Round 02"
"711","StationA",6H 35M 30S,2024-03-19,"Bengal Fox",2024-03-19 06:35:30,2024-03-19 06:36:00,"Round 02"
"712","StationA",6H 36M 7S,2024-03-19,"Bengal Fox",2024-03-19 06:36:07,2024-03-19 06:36:00,"Round 02"
"713","StationA",6H 36M 57S,2024-03-19,"Bengal Fox",2024-03-19 06:36:57,2024-03-19 06:37:00,"Round 02"
"714","StationA",6H 37M 54S,2024-03-19,"Bengal Fox",2024-03-19 06:37:54,2024-03-19 06:38:00,"Round 02"
"715","StationA",6H 39M 20S,2024-03-19,"Bengal Fox",2024-03-19 06:39:20,2024-03-19 06:39:00,"Round 02"
"716","StationA",6H 44M 9S,2024-03-19,"Bengal Fox",2024-03-19 06:44:09,2024-03-19 06:44:00,"Round 02"
"717","StationA",9H 47M 11S,2024-03-19,"Bengal Fox",2024-03-19 09:47:11,2024-03-19 09:47:00,"Round 02"
"718","StationA",9H 47M 40S,2024-03-19,"Bengal Fox",2024-03-19 09:47:40,2024-03-19 09:48:00,"Round 02"
"719","StationA",9H 51M 47S,2024-03-19,"Bengal Fox",2024-03-19 09:51:47,2024-03-19 09:52:00,"Round 02"
"720","StationA",11H 39M 47S,2024-03-19,"Bengal Fox",2024-03-19 11:39:47,2024-03-19 11:40:00,"Round 02"
"721","StationA",11H 39M 47S,2024-03-19,"Bengal Monitor",2024-03-19 11:39:47,2024-03-19 11:40:00,"Round 02"
"722","StationA",11H 39M 47S,2024-03-19,"Bengal Fox",2024-03-19 11:39:47,2024-03-19 11:40:00,"Round 02"
"723","StationA",11H 39M 47S,2024-03-19,"Bengal Monitor",2024-03-19 11:39:47,2024-03-19 11:40:00,"Round 02"
"724","StationA",11H 41M 49S,2024-03-19,"Bengal Fox",2024-03-19 11:41:49,2024-03-19 11:42:00,"Round 02"
"725","StationA",11H 41M 49S,2024-03-19,"Bengal Monitor",2024-03-19 11:41:49,2024-03-19 11:42:00,"Round 02"
"726","StationA",11H 43M 55S,2024-03-19,"Bengal Fox",2024-03-19 11:43:55,2024-03-19 11:44:00,"Round 02"
"727","StationA",11H 43M 55S,2024-03-19,"Bengal Monitor",2024-03-19 11:43:55,2024-03-19 11:44:00,"Round 02"
"728","StationA",11H 42M 57S,2024-03-19,"Bengal Fox",2024-03-19 11:42:57,2024-03-19 11:43:00,"Round 02"
"729","StationA",11H 42M 57S,2024-03-19,"Bengal Monitor",2024-03-19 11:42:57,2024-03-19 11:43:00,"Round 02"
"730","StationA",11H 42M 57S,2024-03-19,"Bengal Fox",2024-03-19 11:42:57,2024-03-19 11:43:00,"Round 02"
"731","StationA",11H 42M 57S,2024-03-19,"Bengal Monitor",2024-03-19 11:42:57,2024-03-19 11:43:00,"Round 02"
"732","StationA",11H 43M 55S,2024-03-19,"Bengal Fox",2024-03-19 11:43:55,2024-03-19 11:44:00,"Round 02"
"733","StationA",11H 44M 23S,2024-03-19,"Bengal Fox",2024-03-19 11:44:23,2024-03-19 11:44:00,"Round 02"
"734","StationA",11H 45M 13S,2024-03-19,"Bengal Fox",2024-03-19 11:45:13,2024-03-19 11:45:00,"Round 02"
"735","StationA",11H 45M 45S,2024-03-19,"Bengal Fox",2024-03-19 11:45:45,2024-03-19 11:46:00,"Round 02"
"736","StationA",11H 46M 25S,2024-03-19,"Bengal Fox",2024-03-19 11:46:25,2024-03-19 11:46:00,"Round 02"
"737","StationA",11H 50M 7S,2024-03-19,"Bengal Fox",2024-03-19 11:50:07,2024-03-19 11:50:00,"Round 02"
"738","StationA",11H 51M 40S,2024-03-19,"Bengal Fox",2024-03-19 11:51:40,2024-03-19 11:52:00,"Round 02"
"739","StationA",11H 55M 30S,2024-03-19,"Bengal Fox",2024-03-19 11:55:30,2024-03-19 11:56:00,"Round 02"
"740","StationA",11H 55M 30S,2024-03-19,"Bengal Monitor",2024-03-19 11:55:30,2024-03-19 11:56:00,"Round 02"
"741","StationA",11H 55M 30S,2024-03-19,"Bengal Fox",2024-03-19 11:55:30,2024-03-19 11:56:00,"Round 02"
"742","StationA",11H 55M 30S,2024-03-19,"Bengal Monitor",2024-03-19 11:55:30,2024-03-19 11:56:00,"Round 02"
"743","StationA",11H 56M 33S,2024-03-19,"Bengal Fox",2024-03-19 11:56:33,2024-03-19 11:57:00,"Round 02"
"744","StationA",11H 57M 5S,2024-03-19,"Bengal Fox",2024-03-19 11:57:05,2024-03-19 11:57:00,"Round 02"
"745","StationA",16H 40M 56S,2024-03-19,"Bengal Fox",2024-03-19 16:40:56,2024-03-19 16:41:00,"Round 02"
"746","StationA",16H 50M 43S,2024-03-19,"Bengal Fox",2024-03-19 16:50:43,2024-03-19 16:51:00,"Round 02"
"747","StationA",17H 2M 54S,2024-03-19,"Bengal Fox",2024-03-19 17:02:54,2024-03-19 17:03:00,"Round 02"
"748","StationA",17H 3M 23S,2024-03-19,"Bengal Fox",2024-03-19 17:03:23,2024-03-19 17:03:00,"Round 02"
"749","StationA",17H 3M 45S,2024-03-19,"Bengal Fox",2024-03-19 17:03:45,2024-03-19 17:04:00,"Round 02"
"750","StationA",17H 3M 8S,2024-03-19,"Bengal Fox",2024-03-19 17:03:08,2024-03-19 17:03:00,"Round 02"
"751","StationA",17H 4M 48S,2024-03-19,"Bengal Fox",2024-03-19 17:04:48,2024-03-19 17:05:00,"Round 02"
"752","StationA",17H 5M 45S,2024-03-19,"Bengal Fox",2024-03-19 17:05:45,2024-03-19 17:06:00,"Round 02"
"753","StationA",17H 6M 33S,2024-03-19,"Bengal Fox",2024-03-19 17:06:33,2024-03-19 17:07:00,"Round 02"
"754","StationA",17H 12M 50S,2024-03-19,"Bengal Fox",2024-03-19 17:12:50,2024-03-19 17:13:00,"Round 02"
"755","StationA",17H 20M 36S,2024-03-19,"Bengal Fox",2024-03-19 17:20:36,2024-03-19 17:21:00,"Round 02"
"756","StationA",17H 22M 4S,2024-03-19,"Bengal Fox",2024-03-19 17:22:04,2024-03-19 17:22:00,"Round 02"
"757","StationA",17H 27M 37S,2024-03-19,"Bengal Fox",2024-03-19 17:27:37,2024-03-19 17:28:00,"Round 02"
"758","StationA",17H 28M 1S,2024-03-19,"Bengal Fox",2024-03-19 17:28:01,2024-03-19 17:28:00,"Round 02"
"759","StationA",17H 29M 1S,2024-03-19,"Bengal Fox",2024-03-19 17:29:01,2024-03-19 17:29:00,"Round 02"
"760","StationA",17H 29M 22S,2024-03-19,"Bengal Fox",2024-03-19 17:29:22,2024-03-19 17:29:00,"Round 02"
"761","StationA",17H 29M 47S,2024-03-19,"Bengal Fox",2024-03-19 17:29:47,2024-03-19 17:30:00,"Round 02"
"762","StationA",17H 32M 40S,2024-03-19,"Bengal Fox",2024-03-19 17:32:40,2024-03-19 17:33:00,"Round 02"
"763","StationA",17H 34M 19S,2024-03-19,"Bengal Fox",2024-03-19 17:34:19,2024-03-19 17:34:00,"Round 02"
"764","StationA",17H 35M 52S,2024-03-19,"Bengal Fox",2024-03-19 17:35:52,2024-03-19 17:36:00,"Round 02"
"765","StationA",17H 37M 6S,2024-03-19,"Bengal Fox",2024-03-19 17:37:06,2024-03-19 17:37:00,"Round 02"
"766","StationA",17H 39M 11S,2024-03-19,"Bengal Fox",2024-03-19 17:39:11,2024-03-19 17:39:00,"Round 02"
"767","StationA",17H 39M 40S,2024-03-19,"Bengal Fox",2024-03-19 17:39:40,2024-03-19 17:40:00,"Round 02"
"768","StationA",17H 40M 15S,2024-03-19,"Bengal Fox",2024-03-19 17:40:15,2024-03-19 17:40:00,"Round 02"
"769","StationA",17H 40M 45S,2024-03-19,"Bengal Fox",2024-03-19 17:40:45,2024-03-19 17:41:00,"Round 02"
"770","StationA",17H 41M 33S,2024-03-19,"Bengal Fox",2024-03-19 17:41:33,2024-03-19 17:42:00,"Round 02"
"771","StationA",17H 41M 56S,2024-03-19,"Bengal Fox",2024-03-19 17:41:56,2024-03-19 17:42:00,"Round 02"
"772","StationA",17H 42M 51S,2024-03-19,"Bengal Fox",2024-03-19 17:42:51,2024-03-19 17:43:00,"Round 02"
"773","StationA",17H 43M 19S,2024-03-19,"Bengal Fox",2024-03-19 17:43:19,2024-03-19 17:43:00,"Round 02"
"774","StationA",17H 46M 41S,2024-03-19,"Bengal Fox",2024-03-19 17:46:41,2024-03-19 17:47:00,"Round 02"
"775","StationA",17H 47M 17S,2024-03-19,"Bengal Fox",2024-03-19 17:47:17,2024-03-19 17:47:00,"Round 02"
"776","StationA",17H 47M 43S,2024-03-19,"Bengal Fox",2024-03-19 17:47:43,2024-03-19 17:48:00,"Round 02"
"777","StationA",17H 48M 14S,2024-03-19,"Bengal Fox",2024-03-19 17:48:14,2024-03-19 17:48:00,"Round 02"
"778","StationA",17H 49M 4S,2024-03-19,"Bengal Fox",2024-03-19 17:49:04,2024-03-19 17:49:00,"Round 02"
"779","StationA",17H 49M 39S,2024-03-19,"Bengal Fox",2024-03-19 17:49:39,2024-03-19 17:50:00,"Round 02"
"780","StationA",17H 51M 30S,2024-03-19,"Bengal Fox",2024-03-19 17:51:30,2024-03-19 17:52:00,"Round 02"
"781","StationA",17H 52M 27S,2024-03-19,"Bengal Fox",2024-03-19 17:52:27,2024-03-19 17:52:00,"Round 02"
"782","StationA",17H 53M 25S,2024-03-19,"Bengal Fox",2024-03-19 17:53:25,2024-03-19 17:53:00,"Round 02"
"783","StationA",17H 54M 0S,2024-03-19,"Bengal Fox",2024-03-19 17:54:00,2024-03-19 17:54:00,"Round 02"
"784","StationA",17H 56M 22S,2024-03-19,"Bengal Fox",2024-03-19 17:56:22,2024-03-19 17:56:00,"Round 02"
"785","StationA",17H 56M 44S,2024-03-19,"Bengal Fox",2024-03-19 17:56:44,2024-03-19 17:57:00,"Round 02"
"786","StationA",17H 57M 30S,2024-03-19,"Bengal Fox",2024-03-19 17:57:30,2024-03-19 17:58:00,"Round 02"
"787","StationA",17H 59M 11S,2024-03-19,"Bengal Fox",2024-03-19 17:59:11,2024-03-19 17:59:00,"Round 02"
"788","StationA",18H 0M 9S,2024-03-19,"Bengal Fox",2024-03-19 18:00:09,2024-03-19 18:00:00,"Round 02"
"789","StationA",18H 2M 9S,2024-03-19,"Bengal Fox",2024-03-19 18:02:09,2024-03-19 18:02:00,"Round 02"
"790","StationA",18H 3M 26S,2024-03-19,"Bengal Fox",2024-03-19 18:03:26,2024-03-19 18:03:00,"Round 02"
"791","StationA",18H 6M 16S,2024-03-19,"Bengal Fox",2024-03-19 18:06:16,2024-03-19 18:06:00,"Round 02"
"792","StationA",18H 6M 44S,2024-03-19,"Bengal Fox",2024-03-19 18:06:44,2024-03-19 18:07:00,"Round 02"
"793","StationA",18H 7M 5S,2024-03-19,"Bengal Fox",2024-03-19 18:07:05,2024-03-19 18:07:00,"Round 02"
"794","StationA",18H 7M 27S,2024-03-19,"Bengal Fox",2024-03-19 18:07:27,2024-03-19 18:07:00,"Round 02"
"795","StationA",18H 9M 14S,2024-03-19,"Bengal Fox",2024-03-19 18:09:14,2024-03-19 18:09:00,"Round 02"
"796","StationA",18H 9M 55S,2024-03-19,"Bengal Fox",2024-03-19 18:09:55,2024-03-19 18:10:00,"Round 02"
"797","StationA",18H 10M 16S,2024-03-19,"Bengal Fox",2024-03-19 18:10:16,2024-03-19 18:10:00,"Round 02"
"798","StationA",18H 10M 39S,2024-03-19,"Bengal Fox",2024-03-19 18:10:39,2024-03-19 18:11:00,"Round 02"
"799","StationA",18H 11M 12S,2024-03-19,"Bengal Fox",2024-03-19 18:11:12,2024-03-19 18:11:00,"Round 02"
"800","StationA",18H 11M 47S,2024-03-19,"Bengal Fox",2024-03-19 18:11:47,2024-03-19 18:12:00,"Round 02"
"801","StationA",18H 12M 19S,2024-03-19,"Bengal Fox",2024-03-19 18:12:19,2024-03-19 18:12:00,"Round 02"
"802","StationA",18H 13M 8S,2024-03-19,"Bengal Fox",2024-03-19 18:13:08,2024-03-19 18:13:00,"Round 02"
"803","StationA",18H 14M 24S,2024-03-19,"Bengal Fox",2024-03-19 18:14:24,2024-03-19 18:14:00,"Round 02"
"804","StationA",18H 15M 22S,2024-03-19,"Bengal Fox",2024-03-19 18:15:22,2024-03-19 18:15:00,"Round 02"
"805","StationA",18H 20M 0S,2024-03-19,"Bengal Fox",2024-03-19 18:20:00,2024-03-19 18:20:00,"Round 02"
"806","StationA",18H 20M 31S,2024-03-19,"Bengal Fox",2024-03-19 18:20:31,2024-03-19 18:21:00,"Round 02"
"807","StationA",18H 21M 4S,2024-03-19,"Bengal Fox",2024-03-19 18:21:04,2024-03-19 18:21:00,"Round 02"
"808","StationA",18H 21M 35S,2024-03-19,"Bengal Fox",2024-03-19 18:21:35,2024-03-19 18:22:00,"Round 02"
"809","StationA",18H 22M 0S,2024-03-19,"Bengal Fox",2024-03-19 18:22:00,2024-03-19 18:22:00,"Round 02"
"810","StationA",18H 22M 32S,2024-03-19,"Bengal Fox",2024-03-19 18:22:32,2024-03-19 18:23:00,"Round 02"
"811","StationA",18H 22M 53S,2024-03-19,"Bengal Fox",2024-03-19 18:22:53,2024-03-19 18:23:00,"Round 02"
"812","StationA",18H 23M 22S,2024-03-19,"Bengal Fox",2024-03-19 18:23:22,2024-03-19 18:23:00,"Round 02"
"813","StationA",18H 24M 35S,2024-03-19,"Bengal Fox",2024-03-19 18:24:35,2024-03-19 18:25:00,"Round 02"
"814","StationA",18H 25M 29S,2024-03-19,"Bengal Fox",2024-03-19 18:25:29,2024-03-19 18:25:00,"Round 02"
"815","StationA",18H 26M 4S,2024-03-19,"Bengal Fox",2024-03-19 18:26:04,2024-03-19 18:26:00,"Round 02"
"816","StationA",18H 26M 54S,2024-03-19,"Bengal Fox",2024-03-19 18:26:54,2024-03-19 18:27:00,"Round 02"
"817","StationA",18H 28M 8S,2024-03-19,"Bengal Fox",2024-03-19 18:28:08,2024-03-19 18:28:00,"Round 02"
"818","StationA",18H 29M 55S,2024-03-19,"Bengal Fox",2024-03-19 18:29:55,2024-03-19 18:30:00,"Round 02"
"819","StationA",18H 30M 22S,2024-03-19,"Bengal Fox",2024-03-19 18:30:22,2024-03-19 18:30:00,"Round 02"
"820","StationA",18H 33M 53S,2024-03-19,"Bengal Fox",2024-03-19 18:33:53,2024-03-19 18:34:00,"Round 02"
"821","StationA",18H 34M 27S,2024-03-19,"Bengal Fox",2024-03-19 18:34:27,2024-03-19 18:34:00,"Round 02"
"822","StationA",18H 35M 7S,2024-03-19,"Bengal Fox",2024-03-19 18:35:07,2024-03-19 18:35:00,"Round 02"
"823","StationA",18H 35M 44S,2024-03-19,"Bengal Fox",2024-03-19 18:35:44,2024-03-19 18:36:00,"Round 02"
"824","StationA",18H 36M 17S,2024-03-19,"Bengal Fox",2024-03-19 18:36:17,2024-03-19 18:36:00,"Round 02"
"825","StationA",18H 36M 44S,2024-03-19,"Bengal Fox",2024-03-19 18:36:44,2024-03-19 18:37:00,"Round 02"
"826","StationA",18H 37M 17S,2024-03-19,"Bengal Fox",2024-03-19 18:37:17,2024-03-19 18:37:00,"Round 02"
"827","StationA",18H 37M 47S,2024-03-19,"Bengal Fox",2024-03-19 18:37:47,2024-03-19 18:38:00,"Round 02"
"828","StationA",18H 38M 17S,2024-03-19,"Bengal Fox",2024-03-19 18:38:17,2024-03-19 18:38:00,"Round 02"
"829","StationA",18H 38M 36S,2024-03-19,"Bengal Fox",2024-03-19 18:38:36,2024-03-19 18:39:00,"Round 02"
"830","StationA",18H 38M 36S,2024-03-19,"Bengal Fox",2024-03-19 18:38:36,2024-03-19 18:39:00,"Round 02"
"831","StationA",18H 39M 17S,2024-03-19,"Bengal Fox",2024-03-19 18:39:17,2024-03-19 18:39:00,"Round 02"
"832","StationA",18H 39M 49S,2024-03-19,"Bengal Fox",2024-03-19 18:39:49,2024-03-19 18:40:00,"Round 02"
"833","StationA",18H 40M 8S,2024-03-19,"Bengal Fox",2024-03-19 18:40:08,2024-03-19 18:40:00,"Round 02"
"834","StationA",18H 40M 30S,2024-03-19,"Bengal Fox",2024-03-19 18:40:30,2024-03-19 18:41:00,"Round 02"
"835","StationA",18H 40M 49S,2024-03-19,"Bengal Fox",2024-03-19 18:40:49,2024-03-19 18:41:00,"Round 02"
"836","StationA",18H 41M 7S,2024-03-19,"Bengal Fox",2024-03-19 18:41:07,2024-03-19 18:41:00,"Round 02"
"837","StationA",18H 41M 28S,2024-03-19,"Bengal Fox",2024-03-19 18:41:28,2024-03-19 18:41:00,"Round 02"
"838","StationA",18H 41M 52S,2024-03-19,"Bengal Fox",2024-03-19 18:41:52,2024-03-19 18:42:00,"Round 02"
"839","StationA",18H 42M 11S,2024-03-19,"Bengal Fox",2024-03-19 18:42:11,2024-03-19 18:42:00,"Round 02"
"840","StationA",18H 42M 28S,2024-03-19,"Bengal Fox",2024-03-19 18:42:28,2024-03-19 18:42:00,"Round 02"
"841","StationA",18H 42M 50S,2024-03-19,"Bengal Fox",2024-03-19 18:42:50,2024-03-19 18:43:00,"Round 02"
"842","StationA",18H 43M 9S,2024-03-19,"Bengal Fox",2024-03-19 18:43:09,2024-03-19 18:43:00,"Round 02"
"843","StationA",18H 43M 25S,2024-03-19,"Bengal Fox",2024-03-19 18:43:25,2024-03-19 18:43:00,"Round 02"
"844","StationA",18H 43M 43S,2024-03-19,"Bengal Fox",2024-03-19 18:43:43,2024-03-19 18:44:00,"Round 02"
"845","StationA",18H 44M 1S,2024-03-19,"Bengal Fox",2024-03-19 18:44:01,2024-03-19 18:44:00,"Round 02"
"846","StationA",18H 44M 18S,2024-03-19,"Bengal Fox",2024-03-19 18:44:18,2024-03-19 18:44:00,"Round 02"
"847","StationA",18H 44M 33S,2024-03-19,"Bengal Fox",2024-03-19 18:44:33,2024-03-19 18:45:00,"Round 02"
"848","StationA",18H 44M 50S,2024-03-19,"Bengal Fox",2024-03-19 18:44:50,2024-03-19 18:45:00,"Round 02"
"849","StationA",18H 45M 22S,2024-03-19,"Bengal Fox",2024-03-19 18:45:22,2024-03-19 18:45:00,"Round 02"
"850","StationA",18H 45M 41S,2024-03-19,"Bengal Fox",2024-03-19 18:45:41,2024-03-19 18:46:00,"Round 02"
"851","StationA",18H 46M 19S,2024-03-19,"Bengal Fox",2024-03-19 18:46:19,2024-03-19 18:46:00,"Round 02"
"852","StationA",18H 46M 38S,2024-03-19,"Bengal Fox",2024-03-19 18:46:38,2024-03-19 18:47:00,"Round 02"
"853","StationA",18H 46M 55S,2024-03-19,"Bengal Fox",2024-03-19 18:46:55,2024-03-19 18:47:00,"Round 02"
"854","StationA",18H 48M 4S,2024-03-19,"Bengal Fox",2024-03-19 18:48:04,2024-03-19 18:48:00,"Round 02"
"855","StationA",18H 48M 37S,2024-03-19,"Bengal Fox",2024-03-19 18:48:37,2024-03-19 18:49:00,"Round 02"
"856","StationA",18H 49M 40S,2024-03-19,"Bengal Fox",2024-03-19 18:49:40,2024-03-19 18:50:00,"Round 02"
"857","StationA",18H 50M 27S,2024-03-19,"Bengal Fox",2024-03-19 18:50:27,2024-03-19 18:50:00,"Round 02"
"858","StationA",18H 50M 46S,2024-03-19,"Bengal Fox",2024-03-19 18:50:46,2024-03-19 18:51:00,"Round 02"
"859","StationA",18H 51M 4S,2024-03-19,"Bengal Fox",2024-03-19 18:51:04,2024-03-19 18:51:00,"Round 02"
"860","StationA",18H 51M 21S,2024-03-19,"Bengal Fox",2024-03-19 18:51:21,2024-03-19 18:51:00,"Round 02"
"861","StationA",18H 51M 41S,2024-03-19,"Bengal Fox",2024-03-19 18:51:41,2024-03-19 18:52:00,"Round 02"
"862","StationA",18H 52M 3S,2024-03-19,"Bengal Fox",2024-03-19 18:52:03,2024-03-19 18:52:00,"Round 02"
"863","StationA",18H 52M 20S,2024-03-19,"Bengal Fox",2024-03-19 18:52:20,2024-03-19 18:52:00,"Round 02"
"864","StationA",18H 52M 53S,2024-03-19,"Bengal Fox",2024-03-19 18:52:53,2024-03-19 18:53:00,"Round 02"
"865","StationA",18H 52M 16S,2024-03-19,"Bengal Fox",2024-03-19 18:52:16,2024-03-19 18:52:00,"Round 02"
"866","StationA",18H 53M 50S,2024-03-19,"Bengal Fox",2024-03-19 18:53:50,2024-03-19 18:54:00,"Round 02"
"867","StationA",18H 54M 16S,2024-03-19,"Bengal Fox",2024-03-19 18:54:16,2024-03-19 18:54:00,"Round 02"
"868","StationA",18H 54M 49S,2024-03-19,"Bengal Fox",2024-03-19 18:54:49,2024-03-19 18:55:00,"Round 02"
"869","StationA",18H 55M 21S,2024-03-19,"Bengal Fox",2024-03-19 18:55:21,2024-03-19 18:55:00,"Round 02"
"870","StationA",18H 55M 48S,2024-03-19,"Bengal Fox",2024-03-19 18:55:48,2024-03-19 18:56:00,"Round 02"
"871","StationA",18H 56M 39S,2024-03-19,"Bengal Fox",2024-03-19 18:56:39,2024-03-19 18:57:00,"Round 02"
"872","StationA",18H 57M 2S,2024-03-19,"Bengal Fox",2024-03-19 18:57:02,2024-03-19 18:57:00,"Round 02"
"873","StationA",18H 57M 23S,2024-03-19,"Bengal Fox",2024-03-19 18:57:23,2024-03-19 18:57:00,"Round 02"
"874","StationA",18H 57M 39S,2024-03-19,"Bengal Fox",2024-03-19 18:57:39,2024-03-19 18:58:00,"Round 02"
"875","StationA",18H 58M 5S,2024-03-19,"Bengal Fox",2024-03-19 18:58:05,2024-03-19 18:58:00,"Round 02"
"876","StationA",18H 58M 34S,2024-03-19,"Bengal Fox",2024-03-19 18:58:34,2024-03-19 18:59:00,"Round 02"
"877","StationA",18H 59M 16S,2024-03-19,"Bengal Fox",2024-03-19 18:59:16,2024-03-19 18:59:00,"Round 02"
"878","StationA",19H 0M 25S,2024-03-19,"Bengal Fox",2024-03-19 19:00:25,2024-03-19 19:00:00,"Round 02"
"879","StationA",19H 1M 5S,2024-03-19,"Bengal Fox",2024-03-19 19:01:05,2024-03-19 19:01:00,"Round 02"
"880","StationA",19H 1M 23S,2024-03-19,"Bengal Fox",2024-03-19 19:01:23,2024-03-19 19:01:00,"Round 02"
"881","StationA",19H 1M 38S,2024-03-19,"Bengal Fox",2024-03-19 19:01:38,2024-03-19 19:02:00,"Round 02"
"882","StationA",19H 1M 59S,2024-03-19,"Bengal Fox",2024-03-19 19:01:59,2024-03-19 19:02:00,"Round 02"
"883","StationA",19H 5M 20S,2024-03-19,"Bengal Fox",2024-03-19 19:05:20,2024-03-19 19:05:00,"Round 02"
"884","StationA",19H 6M 10S,2024-03-19,"Bengal Fox",2024-03-19 19:06:10,2024-03-19 19:06:00,"Round 02"
"885","StationA",19H 6M 40S,2024-03-19,"Bengal Fox",2024-03-19 19:06:40,2024-03-19 19:07:00,"Round 02"
"886","StationA",19H 18M 41S,2024-03-19,"Bengal Fox",2024-03-19 19:18:41,2024-03-19 19:19:00,"Round 02"
"887","StationA",22H 33M 41S,2024-03-19,"Bengal Fox",2024-03-19 22:33:41,2024-03-19 22:34:00,"Round 02"
"888","StationA",22H 34M 7S,2024-03-19,"Bengal Fox",2024-03-19 22:34:07,2024-03-19 22:34:00,"Round 02"
"889","StationA",4H 3M 23S,2024-03-20,"Bengal Fox",2024-03-20 04:03:23,2024-03-20 04:03:00,"Round 02"
"890","StationA",4H 3M 39S,2024-03-20,"Bengal Fox",2024-03-20 04:03:39,2024-03-20 04:04:00,"Round 02"
"891","StationA",4H 4M 12S,2024-03-20,"Bengal Fox",2024-03-20 04:04:12,2024-03-20 04:04:00,"Round 02"
"892","StationA",4H 4M 41S,2024-03-20,"Bengal Fox",2024-03-20 04:04:41,2024-03-20 04:05:00,"Round 02"
